NUM,NAME_2021,EXISTE_2021,NAME_2022,EXISTE_2022,DESCRIPTION,SOURCE,WEBSITE,LEVEL,NAME_2023,EXISTE_2023,NAME_2024,EXISTE_2024,NAME_2025,EXISTE_2025,TYPE,PROFILE,NOTAS_CAMBIO
OUT.7.1.3,,0,"Global brand value, top 5,000, % GDP",1,"Sum of global brand values, top 5,000 as a percentage of GDP. Brand Finance calculates brand value using the royalty relief methodology, which determines the value that a company would be willing to pay to license its brand if it did not own it. The methodology is compliant with industry standards set in ISO 10668. This approach involves estimating the future revenue attributable to a brand and calculating a royalty rate that would be charged for the use of the brand. Brand Finance's study is based on publicly available information on the largest brands in the world. This indicator assesses the economy's brands in the top 5,000 global brand database and produces the sum of the brand values corresponding to that economy. This sum is then scaled by GDP. A score of 0 is assigned where there are no brands in the country that make the top 5,000 ranking. A score of ""n/a"" is assigned where Brand Finance has been unable to determine if there are brands from the country that would rank within the top 5,000 due to data availability limitations.",Brand Finance; International Monetary Fund,https://brandirectory.com; https:https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,"Global brand value, top 5,000, % GDP",1,"Global brand value, top 5,000, % GDP",1,"Global brand value, top 5,000, % GDP",1,Data,Value,
OUT.7.1.4,,0,Industrial designs by origin/bn PPP$ GDP,1,"An industrial design is a set of exclusive rights granted by law to applicants to protect the ornamental or aesthetic aspect of their products. An industrial design is valid for a limited period of time and within a defined territory. A resident industrial design application refers to an application filed with the IP office for or on behalf of the applicant's country of residence. For example, an application filed with the Japan Patent Office by a resident of Japan is considered to be a resident application for Japan. Similarly, an application filed with the Office for Harmonization in the Internal Market (OHIM) by an applicant who resides in any of the OHIM member states, such as Italy, is considered to be a resident application for that member state (Italy). This indicator is based on design count – the total number of designs contained in the resident industrial design applications. Data are scaled by PPP$ GDP (billions).",World Intellectual Property Organization; International Monetary Fund,www.wipo.int/ipstats; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Industrial designs by origin/bn PPP$ GDP,1,Industrial designs by origin/bn PPP$ GDP,1,Industrial designs by origin/bn PPP$ GDP,1,Data,Value,
OUT.7.2.1,,0,"Cultural and creative services exports, % total trade",1,"Creative services exports as a percentage of total exports according to the Extended Balance of Payments Services Classification EBOPS 2010 – that is, EBOPS code SI3: Information services; code SJ22: Advertising, market research, and public opinion polling services; code SK1: Audio-visual and related services; and code SK23: Heritage and recreational services as a percentage of total trade. Values are based on the classification of the sixth (2009) edition of the International Monetary Fund's Balance of Payments and International Investment Position Manual and Balance of Payments database. See indicator 5.3.1 for the full definition of total trade.",World Trade Organization and United Nations Conference on Trade and Development,https://stats.wto.org/,Indicator,"Cultural and creative services exports, % total trade",1,"Cultural and creative services exports, % total trade",1,"Cultural and creative services exports, % total trade",1,Data,Value,
OUT.7.2.2,,0,National feature films/mn pop. 15–69,1,"A feature film is defined as a film with a running time of 60 minutes or longer. It includes works of fiction, animation and documentaries. It is intended for commercial exhibition in cinemas. Feature films produced exclusively for television broadcasting, as well as newsreels and advertising films, are excluded. Data are reported per million population aged 15–69 years old.","OMDIA; United Nations, World Population Prospects",https://omdia.tech.informa.com/products/cinema-and-movies-intelligence-service; https://population.un.org/wpp/,Indicator,National feature films/mn pop. 15-69,1,National feature films/mn pop. 15–69,1,National feature films/mn pop. 15–69,1,Data,Value,2022→2023: 'National feature films/mn pop.' → 'National feature films/mn pop.'; 2023→2024: 'National feature films/mn pop.' → 'National feature films/mn pop.'
OUT.7.2.3,,0,Entertainment and media market/th pop. 15–69,1,"The Global Entertainment & Media Outlook is a comprehensive source of global analyses and five-year forecasts of consumer and advertising spending across different territories and entertainment and media segments.\nThe figures for Algeria, Bahrain, the Islamic Republic of Iran, Jordan, Kuwait, Lebanon, Malta, Morocco, Oman, Qatar, Tunisia and Yemen were estimated from a total corresponding to Middle East and North Africa (MENA) countries using a breakdown of total GDP (current US$) for the above-mentioned countries to define referential percentages.","PwC, GEMO; United Nations, World Population Prospects; International Monetary Fund",www.pwc.com/outlook; https://population.un.org/wpp; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Entertainment and media market/th pop. 15-69,1,Entertainment and media market/th pop. 15–69,1,Entertainment and media market/th pop. 15–69,1,Data,Score,2022→2023: 'Entertainment and media market' → 'Entertainment and media market'; 2023→2024: 'Entertainment and media market' → 'Entertainment and media market'
OUT.7.2.4,,0,"Printing and other media, % manufacturing",1,"Printing and reproduction of recorded media output (the sum of ISIC Revision 4 Division 18, group 181 with class 1811 and 1812 and group 182 with class 1820) as a percentage of total manufacturing output (ISIC Revision 4, section C). Where data for ISIC Revision 4 were not available, data from ISIC Revision 3 were used (ISIC Revision 3 group 222, classes 2221, 2222 and 2230).",United Nations Industrial Development Organization,https://stat.unido.org,Indicator,"Creative goods exports, % total trade",1,"Creative goods exports, % total trade",1,"Creative goods exports, % total trade",1,Data,Value,"2022→2023: 'Printing and other media, % ma' → 'Creative goods exports, % tota'"
OUT.7.2.5,,0,"Creative goods exports, % total trade",1,"Total value of creative goods exports (current US$) over total trade. Creative goods exports based on the 2009 UNESCO Framework for Cultural Statistics, Table 3, International trade of cultural goods and services defined with the Harmonized System (HS) 2007 codes; World Trade Organization and United Nations Conference on Trade and Development, Trade in Commercial Services database, itself based on the sixth (2009) edition of the International Monetary Fund's Balance of Payments and International Investment Position Manual and Balance of Payments database.For the definition of total trade, see indicator 5.3.1.",United Nations Comtrade Database; World Trade Organization and United Nations Conference on Trade and Development,http://comtrade.un.org; https://stats.wto.org/,Indicator,,0,,0,,0,Data,Value,
OUT.7.3.1,,0,Generic top-level domains (TLDs)/th pop. 15–69,1,"A generic top-level domain (TLD) is one of the categories of TLDs maintained by the Internet Assigned Numbers Authority (IANA) for use on the internet. Generic TLDs can be unrestricted (.com, .info, .net and .org) or restricted – that is, used on the basis of fulfilling eligibility criteria (.biz, .name and .pro). Of these, the statistic covers the five generic domains .biz, .info, .org, .net and .com. Generic domains .name and .pro, and sponsored domains (.arpa, .aero, .asia, .cat, .coop, .edu, .gov, .int, .jobs, .mil, .museum, .tel and .travel) are not included. Neither are country-code top-level domains (refer to indicator 7.3.2). The statistic represents the total number of registered domains (i.e., net totals as of December 2021, existing domains + new registrations – expired domains). Data are collected on the basis of a 4 percent random sample of the total population of domains drawn from the root zone files (a complete listing of active domains) for each TLD. The geographic location of a domain is determined by the registration address for the domain name registrant that is returned from a who is query. These registration data are parsed by country and postal code and then aggregated to the required geographic levels, such as county, city or economy. The original hard data were scaled by thousand population, 15–69 years old. For confidentiality reasons, only normalized values are reported; while relative positions are preserved, magnitudes are not.","ZookNIC Inc.; United Nations, World Population Prospects",https://www.zooknic.com; https://population.un.org/wpp,Indicator,Generic top-level domains (TLDs)/th pop. 15-69,1,Top-level domains (TLDs)/th pop. 15–69,1,Top-level domains (TLDs)/th pop. 15–69,1,Data,Score,2022→2023: 'Generic top-level domains (TLD' → 'Generic top-level domains (TLD'; 2023→2024: 'Generic top-level domains (TLD' → 'Top-level domains (TLDs)/th po'
OUT.7.3.2,,0,Country-code TLDs/th pop. 15–69,1,"A country-code top-level domain (TLD) is one of the categories of TLDs maintained by the Internet Assigned Numbers Authority (IANA) for use on the internet. Country-code TLDs are two-letter domains especially designated for a particular economy, country or autonomous territory. The statistic represents the total number of registered domains (i.e., net totals as of December 2021, existing domains + new registrations – expired domains). Data are collected from the registry responsible for each country-code TLD and represent the total number of domain registrations in the country-code TLD. Each country-code TLD is assigned to the country with which it is associated rather than based on the registration address of the registrant. ZookNIC reports that, for the country-code TLDs it covers, 85–100 percent of domains are registered in the same country; the only exceptions are the country-code TLDs that have been licensed for worldwide commercial use. Data are reported per thousand population, 15–69 years old. For confidentiality reasons, only normalized values are reported; while relative positions are preserved, magnitudes are not.","ZookNIC Inc.; United Nations, World Population Prospects",https://www.zooknic.com; https://population.un.org/wpp,Indicator,Country-code TLDs/th pop. 15-69,1,GitHub commits/mn pop. 15–69,1,GitHub commits/mn pop. 15–69,1,Data,Score,2022→2023: 'Country-code TLDs/th pop. 15–6' → 'Country-code TLDs/th pop. 15-6'; 2023→2024: 'Country-code TLDs/th pop. 15-6' → 'GitHub commits/mn pop. 15–69'
OUT.7.3.3,,0,GitHub commit pushes received/mn pop. 15–69,1,"GitHub is the world's largest host of software development, and a commit is the term used for a change on this platform. One or more commits can be saved (or pushed) to projects (or repositories). Thus, ""GitHub commit pushes received"" refers to the number of batched changes received by publicly-available projects on GitHub within a specific economy.","GitHub; United Nations, World Population Prospects",https://github.com/; https://population.un.org/wpp/,Indicator,GitHub commits/mn pop. 15-69,1,Mobile app creation/bn PPP$ GDP,1,Mobile app creation/bn PPP$ GDP,1,Data,Score,2022→2023: 'GitHub commit pushes received/' → 'GitHub commits/mn pop. 15-69'; 2023→2024: 'GitHub commits/mn pop. 15-69' → 'Mobile app creation/bn PPP$ GD'
OUT.7.3.4,,0,Mobile app creation/bn PPP$ GDP,1,"Global downloads of mobile apps, by origin of the headquarters of the developer/firm, scaled by PPP$ GDP (billions). Global downloads are compiled by data.ia, public data sources and the company's proprietary forecast model based on data from Google Play Store and iOS App Store in each country. Since data for China are not available for Google Play Store and only for iOS App Store, data from China are treated as missing and classified as ""n/a.""",data.ia; International Monetary Fund,https://www.data.ai/en/; https://www.imf.org/en/Publications/WEO/weo-database/2021/October,Indicator,Mobile app creation/bn PPP$ GDP,1,,0,,0,Data,Score,
