variable_matriz,source_id,table_id,original_variable,tipo_original,tipo_matriz,unit,direction,bloque_tematico,regla_temporal_default,regla_transformacion,is_primary,redundant_with,pct_complete,n_countries_available,fase4_role,included_in_fase4_eda,known_limitations,human_review_status,notes,fuente,tipo,bloque,descripcion_larga
oxford_ind_eng_tech_higher_ed_quality,oxford,Consolidado,ind_eng_tech_higher_ed_quality,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_ethical_principles,oxford,Consolidado,ind_ethical_principles,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_female_stem_graduates,oxford,Consolidado,ind_female_stem_graduates,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,95.48,190.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_foundational_it,oxford,Consolidado,ind_foundational_it,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_gender_gap_internet,oxford,Consolidado,ind_gender_gap_internet,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,92.46,184.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_github_activity_log,oxford,Consolidado,ind_github_activity_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_govt_effectiveness,oxford,Consolidado,ind_govt_effectiveness,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,False,wb_government_effectiveness; wipo_goveff_score,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_govt_promotion_emerging_tech,oxford,Consolidado,ind_govt_promotion_emerging_tech,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,92.46,184.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_govt_responsiveness,oxford,Consolidado,ind_govt_responsiveness,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,93.97,187.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_households_internet,oxford,Consolidado,ind_households_internet,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.48,192.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_ict_skills,oxford,Consolidado,ind_ict_skills,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,90.95,181.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_ict_trade_goods_log,oxford,Consolidado,ind_ict_trade_goods_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.48,192.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_ict_trade_services_log,oxford,Consolidado,ind_ict_trade_services_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.48,192.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_mobile_subscriptions,oxford,Consolidado,ind_mobile_subscriptions,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_non_ai_unicorns_log,oxford,Consolidado,ind_non_ai_unicorns_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_online_services,oxford,Consolidado,ind_online_services,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_open_data,oxford,Consolidado,ind_open_data,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,93.97,187.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_procurement_data,oxford,Consolidado,ind_procurement_data,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,93.97,187.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_rd_spending_log,oxford,Consolidado,ind_rd_spending_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,95.48,190.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_regulatory_quality,oxford,Consolidado,ind_regulatory_quality,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,False,wb_regulatory_quality; wipo_regqua_score,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_software_spending,oxford,Consolidado,ind_software_spending,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,92.46,184.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_statistical_capacity,oxford,Consolidado,ind_statistical_capacity,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.48,192.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_stem_graduates,oxford,Consolidado,ind_stem_graduates,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_supercomputers_log,oxford,Consolidado,ind_supercomputers_log,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_telecom_infrastructure,oxford,Consolidado,ind_telecom_infrastructure,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_time_govt_regulations,oxford,Consolidado,ind_time_govt_regulations,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,90.45,180.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_ind_vc_availability,oxford,Consolidado,ind_vc_availability,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,90.45,180.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_infrastructure,oxford,Consolidado,infrastructure,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_innovation_capacity,oxford,Consolidado,innovation_capacity,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_maturity,oxford,Consolidado,maturity,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_policy_capacity,oxford,Consolidado,policy_capacity,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_policy_commitment,oxford,Consolidado,policy_commitment,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_policy_vision,oxford,Consolidado,policy_vision,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_public_sector_adoption,oxford,Consolidado,public_sector_adoption,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_regulatory_compliance,oxford,Consolidado,regulatory_compliance,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_resilience,oxford,Consolidado,resilience,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_safety_security,oxford,Consolidado,safety_security,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_size,oxford,Consolidado,size,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,88.44,176.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_societal_transition,oxford,Consolidado,societal_transition,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_technology_sector,oxford,Consolidado,technology_sector,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_total_score,oxford,Consolidado,total_score,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,97.99,195.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
oxford_vision,oxford,Consolidado,vision,score_0_100,numeric,score_0_100,higher_better,ecosystem_outcome,latest_year_per_country,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_4_4_fig_3_4_4_number_of_rai_submissions,stanford,stanford_ai_index_2026_unificado,fig_3.4.4/fig_3.4.4_Number of RAI submissions,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,5.03,10.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,stanford,stanford_ai_index_2026_unificado,fig_3.4.5/fig_3.4.5_number_of_rai_submissions,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,42.21,84.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_ai_action_summit_inclusive_2025,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_ai_action_summit_inclusive_2025,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_bletchley_declaration_2023,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_bletchley_declaration_2023,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_coe_drafters_2022,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_coe_drafters_2022,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_g20_ai_principles_2019,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_g20_ai_principles_2019,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_g7_hiroshima_ai_process_2023,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_gpai_ministerial_declaration_2022,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_gpai_ministerial_declaration_2022,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_oecd_ai_principles_2019,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_oecd_ai_principles_2019,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_5_2_fig_3_5_2_seoul_ministerial_statement_2024,stanford,stanford_ai_index_2026_unificado,fig_3.5.2/fig_3.5.2_seoul_ministerial_statement_2024,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,29.15,58.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_6_1_fig_3_6_1_data_protection_and_privacy,stanford,stanford_ai_index_2026_unificado,fig_3.6.1/fig_3.6.1_Data Protection & Privacy,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,69.35,138.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_7_1_fig_3_7_1_bias_and_unfair_discrimination,stanford,stanford_ai_index_2026_unificado,fig_3.7.1/fig_3.7.1_Bias & Unfair Discrimination,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,69.35,138.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_7_2_fig_3_7_2_gender_equality,stanford,stanford_ai_index_2026_unificado,fig_3.7.2/fig_3.7.2_Gender Equality,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,69.35,138.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_3_7_3_fig_3_7_3_cultural_and_linguistic_diversity,stanford,stanford_ai_index_2026_unificado,fig_3.7.3/fig_3.7.3_Cultural & Linguistic Diversity,count,numeric,count,unknown,regulatory_treatment,latest_available_per_figure,raw_value_no_imputation,True,,69.35,138.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,stanford,stanford_ai_index_2026_unificado,fig_6.3.5/fig_6.3.5_Volume of Publications,count,numeric,count,unknown,ecosystem_outcome,latest_available_per_figure,raw_value_no_imputation,True,,19.6,39.0,supporting_context,True,low_coverage_under_30pct_requires_fase4_caution,review_required_low_coverage,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_control_of_corruption,wb,MATRIZ_COMPLETA,control_of_corruption_2018; control_of_corruption_2019; control_of_corruption_2020; control_of_corruption_2021; control_of_corruption_2022; control_of_corruption_2023; control_of_corruption_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_control_of_corruption_se,wb,MATRIZ_COMPLETA,control_of_corruption_se_2018; control_of_corruption_se_2019; control_of_corruption_se_2020; control_of_corruption_se_2021; control_of_corruption_se_2022; control_of_corruption_se_2023; control_of_corruption_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_education_expenditure_pct_gdp,wb,MATRIZ_COMPLETA,education_expenditure_pct_gdp_2018; education_expenditure_pct_gdp_2019; education_expenditure_pct_gdp_2021; education_expenditure_pct_gdp_2020; education_expenditure_pct_gdp_2022; education_expenditure_pct_gdp_2023; education_expenditure_pct_gdp_2025; education_expenditure_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,89.95,179.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_electric_consumption_kwh_pc,wb,MATRIZ_COMPLETA,electric_consumption_kwh_pc_2018; electric_consumption_kwh_pc_2019; electric_consumption_kwh_pc_2020; electric_consumption_kwh_pc_2021; electric_consumption_kwh_pc_2022; electric_consumption_kwh_pc_2023; electric_consumption_kwh_pc_2024,count,numeric,count,unknown,tech_infrastructure_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,73.87,147.0,supporting_context,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_exports_pct_gdp,wb,MATRIZ_COMPLETA,exports_pct_gdp_2018; exports_pct_gdp_2019; exports_pct_gdp_2020; exports_pct_gdp_2021; exports_pct_gdp_2022; exports_pct_gdp_2023; exports_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,86.43,172.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_fdi_net_inflows,wb,MATRIZ_COMPLETA,fdi_net_inflows_2018; fdi_net_inflows_2019; fdi_net_inflows_2020; fdi_net_inflows_2021; fdi_net_inflows_2022; fdi_net_inflows_2023; fdi_net_inflows_2024,count,numeric,count,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,95.98,191.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_fdi_pct_gdp,wb,MATRIZ_COMPLETA,fdi_pct_gdp_2018; fdi_pct_gdp_2019; fdi_pct_gdp_2020; fdi_pct_gdp_2021; fdi_pct_gdp_2022; fdi_pct_gdp_2023; fdi_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,94.97,189.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_fixed_broadband_per100,wb,MATRIZ_COMPLETA,fixed_broadband_per100_2019; fixed_broadband_per100_2020; fixed_broadband_per100_2021; fixed_broadband_per100_2022; fixed_broadband_per100_2018; fixed_broadband_per100_2023; fixed_broadband_per100_2024,pct,numeric,pct,higher_better,tech_infrastructure_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,97.99,195.0,supporting_context,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_gdp_current_usd,wb,MATRIZ_COMPLETA,gdp_current_usd_2018; gdp_current_usd_2019; gdp_current_usd_2020; gdp_current_usd_2021; gdp_current_usd_2022; gdp_current_usd_2023; gdp_current_usd_2024,usd,numeric,usd,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,anthropic_gdp_total,97.49,194.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_gdp_growth_annual_pct,wb,MATRIZ_COMPLETA,gdp_growth_annual_pct_2018; gdp_growth_annual_pct_2019; gdp_growth_annual_pct_2020; gdp_growth_annual_pct_2021; gdp_growth_annual_pct_2022; gdp_growth_annual_pct_2023; gdp_growth_annual_pct_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,96.98,193.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_gdp_per_capita_ppp,wb,MATRIZ_COMPLETA,gdp_per_capita_ppp_2018; gdp_per_capita_ppp_2019; gdp_per_capita_ppp_2020; gdp_per_capita_ppp_2021; gdp_per_capita_ppp_2022; gdp_per_capita_ppp_2023; gdp_per_capita_ppp_2024,usd,numeric,usd,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,94.97,189.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_government_effectiveness,wb,MATRIZ_COMPLETA,government_effectiveness_2018; government_effectiveness_2019; government_effectiveness_2020; government_effectiveness_2021; government_effectiveness_2022; government_effectiveness_2023; government_effectiveness_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,wipo_goveff_score; oxford_ind_govt_effectiveness,98.49,196.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_government_effectiveness_se,wb,MATRIZ_COMPLETA,government_effectiveness_se_2018; government_effectiveness_se_2019; government_effectiveness_se_2020; government_effectiveness_se_2021; government_effectiveness_se_2022; government_effectiveness_se_2023; government_effectiveness_se_2024,wgi_-2.5_2.5,numeric,wgi_-2.5_2.5,higher_better,institutional_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,98.49,196.0,supporting_context,True,standard_error_not_primary_substantive_indicator,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_gross_capital_formation_pct_gdp,wb,MATRIZ_COMPLETA,gross_capital_formation_pct_gdp_2018; gross_capital_formation_pct_gdp_2019; gross_capital_formation_pct_gdp_2020; gross_capital_formation_pct_gdp_2021; gross_capital_formation_pct_gdp_2022; gross_capital_formation_pct_gdp_2023; gross_capital_formation_pct_gdp_2024,pct,numeric,pct,higher_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,84.42,168.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_high_tech_exports_pct_manufactured,wb,MATRIZ_COMPLETA,high_tech_exports_pct_manufactured_2018; high_tech_exports_pct_manufactured_2019; high_tech_exports_pct_manufactured_2020; high_tech_exports_pct_manufactured_2021; high_tech_exports_pct_manufactured_2022; high_tech_exports_pct_manufactured_2023; high_tech_exports_pct_manufactured_2024,pct,numeric,pct,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,85.43,170.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_ict_goods_exports_pct,wb,MATRIZ_COMPLETA,ict_goods_exports_pct_2018; ict_goods_exports_pct_2019; ict_goods_exports_pct_2020; ict_goods_exports_pct_2021; ict_goods_exports_pct_2022,pct,numeric,pct,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,80.9,161.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_ict_service_exports_pct,wb,MATRIZ_COMPLETA,ict_service_exports_pct_2018; ict_service_exports_pct_2019; ict_service_exports_pct_2020; ict_service_exports_pct_2021; ict_service_exports_pct_2022; ict_service_exports_pct_2023; ict_service_exports_pct_2024,pct,numeric,pct,unknown,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,86.93,173.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
wb_inflation_consumer_prices,wb,MATRIZ_COMPLETA,inflation_consumer_prices_2018; inflation_consumer_prices_2019; inflation_consumer_prices_2020; inflation_consumer_prices_2021; inflation_consumer_prices_2022; inflation_consumer_prices_2023; inflation_consumer_prices_2024,count,numeric,count,lower_better,socioeconomic_control,latest_available_per_country_per_indicator,raw_value_no_imputation,True,,90.95,181.0,core_eda,True,,approved_by_methodological_rules,generated from real source columns; no synthetic values; no Fase 3 imputation,,,,
